City_ID,City,Latitude,Longitude,Max Temp (Â°C),Humidity %,Cloudiness %,Wind Speed (m/s),Country,Date
276,boda,4.3189,17.4695,22.230000000000018,88,36,1.04,CF,1731469807
277,karasburg,-28.0167,18.75,15.390000000000043,33,0,0.52,NA,1731469808
278,baise city,23.8997,106.6133,27.410000000000025,99,11,1.87,CN,1731469809
279,douglas,41.3,-96.167,9.770000000000039,69,0,7.2,US,1731469810
280,kaisiadorys,54.8667,24.45,-0.060000000000002274,75,97,1.45,LT,1731469813
281,kwang binh,17.4833,106.6,25.689999999999998,81,83,2.11,VN,1731469815
282,yeed,4.55,43.0333,25.910000000000025,69,41,3.66,SO,1731469816
283,kohima,25.6667,94.1167,22.060000000000002,46,0,0.51,IN,1731469817
284,nemuro,43.3236,145.575,4.910000000000025,55,47,11.07,JP,1731469819
285,flin flon,54.7682,-101.865,2.5400000000000205,76,100,3.73,CA,1731469820
286,brak,27.5496,14.2714,17.420000000000016,27,100,3.15,LY,1731469821
287,gamboula,4.1178,15.1393,19.730000000000018,94,34,0.71,CF,1731469822
288,ar ruseris,11.8659,34.3869,26.620000000000005,52,52,1.59,SD,1731469823
289,saint-francois,46.4154,3.9054,4.25,100,100,0.0,FR,1731469824
290,enewetak,11.3474,162.3373,28.689999999999998,77,67,6.34,MH,1731469826
291,aksu,41.1231,80.2644,9.680000000000007,50,100,0.85,CN,1731469827
292,yuzhno-kurilsk,44.0306,145.8556,3.980000000000018,54,79,10.7,RU,1731469828
293,vodnyy,63.5046,53.4095,0.8100000000000023,98,100,3.39,RU,1731469829
294,shiguai,40.7058,110.2856,7.460000000000036,57,100,1.71,CN,1731469830
295,lunglei,22.8833,92.7333,28.04000000000002,48,12,1.13,IN,1731469832
296,guerrero negro,27.9769,-114.0611,16.170000000000016,83,0,4.63,MX,1731469833
297,bereznik,62.8551,42.7072,-0.6200000000000045,86,82,2.73,RU,1731469834
298,nampula,-15.1165,39.2666,22.970000000000027,83,0,0.0,MZ,1731469835
299,yeppoon,-23.1333,150.7333,27.660000000000025,64,100,8.66,AU,1731469836
300,fale old settlement,-9.3852,-171.2468,28.430000000000007,76,10,7.68,TK,1731469837
301,baykal'sk,51.5058,104.1469,-4.7999999999999545,75,100,4.82,RU,1731469838
302,usevia,-7.1,31.2333,21.700000000000045,74,23,1.28,TZ,1731469840
303,newnham,-41.3833,147.1333,20.53000000000003,73,75,5.66,AU,1731469841
304,fada,7.25,4.0667,22.340000000000032,97,91,0.64,NG,1731469843
305,nsanje,-16.92,35.262,26.120000000000005,81,12,1.85,MW,1731469844
306,san ignacio de velasco,-16.3667,-60.95,17.879999999999995,65,63,4.32,BO,1731469845
307,gingee,12.25,79.4167,25.07000000000005,89,99,4.16,IN,1731469597
308,lospalos,-8.5186,127.0025,30.150000000000034,51,52,5.88,TL,1731469848
309,lib,8.3122,167.3766,29.05000000000001,75,89,7.27,MH,1731469849
310,hemsby,52.6971,1.6918,8.850000000000023,89,100,4.57,GB,1731469850
311,geraldton,-28.7667,114.6,29.230000000000018,39,85,6.69,AU,1731469851
312,viedma,-40.8135,-62.9967,14.930000000000007,43,80,1.74,AR,1731469852
313,hadibu,12.65,54.0333,25.590000000000032,70,16,3.92,YE,1731469854
314,hirara,24.8,125.2833,28.920000000000016,83,75,7.2,JP,1731469855
315,kostomuksha,64.571,30.5767,-0.7599999999999909,93,100,4.82,RU,1731469856
316,cole harbour,44.6724,-63.4751,3.7900000000000205,87,100,14.4,CA,1731469857
317,iskateley,67.6803,53.1512,-6.819999999999993,95,100,4.54,RU,1731469858
318,kuching,1.55,110.3333,31.120000000000005,76,40,2.24,MY,1731469859
319,shuangjiang,26.1547,109.7138,27.910000000000025,47,1,1.63,CN,1731469861
320,tisul',55.7611,88.3122,-9.310000000000002,67,100,5.59,RU,1731469862
321,nanga eboko,4.6833,12.3667,19.620000000000005,96,29,0.84,CM,1731469863
322,agat village,13.3886,144.6585,29.52000000000004,70,75,10.29,GU,1731469864
323,port elizabeth,-33.918,25.5701,17.400000000000034,84,0,7.72,ZA,1731469574
324,vorgashor,67.5833,63.95,-28.079999999999984,100,97,1.2,RU,1731469866
325,njombe,-9.3333,34.7667,14.79000000000002,92,46,1.6,TZ,1731469868
326,port douglas,-16.4833,145.4667,27.82000000000005,62,9,3.37,AU,1731469869
327,rio gallegos,-51.6226,-69.2181,11.03000000000003,82,0,2.57,AR,1731469574
328,san lawrenz,36.0553,14.204,18.25,83,64,6.14,MT,1731469871
329,samus',56.7475,84.6992,-11.539999999999964,79,98,3.87,RU,1731469872
330,champerico,14.3,-91.9167,26.920000000000016,77,88,0.95,GT,1731469873
331,newman,37.3138,-121.0208,11.650000000000034,77,61,0.89,US,1731469874
332,psyzh,44.2331,42.0183,0.36000000000001364,86,2,1.7,RU,1731469876
333,taupo,-38.6833,176.0833,17.53000000000003,58,66,3.4,NZ,1731469877
334,mokhsogollokh,61.4681,128.9203,-15.949999999999989,87,38,1.33,RU,1731469878
335,navia,43.5354,-6.7194,9.57000000000005,93,78,3.09,ES,1731469879
336,gunnedah,-30.9833,150.25,32.55000000000001,21,75,8.08,AU,1731469880
337,barah,13.7,30.3667,22.629999999999995,28,0,5.23,SD,1731469881
338,port-vila,-17.7338,168.3219,30.78000000000003,58,75,6.17,VU,1731469883
339,lithgow,-33.4833,150.15,14.810000000000002,79,87,1.62,AU,1731469884
340,yako,12.9667,-2.2667,23.189999999999998,21,89,3.1,BF,1731469885
341,santa eularia des riu,38.9846,1.5341,15.010000000000048,86,75,6.17,ES,1731469886
342,medicine hat,50.0501,-110.6683,5.170000000000016,55,0,5.66,CA,1731469625
343,puerto deseado,-47.7503,-65.8938,13.090000000000032,57,15,4.06,AR,1731469889
344,pierre,44.3683,-100.351,11.510000000000048,76,100,4.63,US,1731469890
345,ayaviri,-14.8864,-70.5889,8.110000000000014,78,100,2.93,PE,1731469891
346,vadso,70.0744,29.7487,4.090000000000032,81,75,5.66,NO,1731469892
347,dumas,35.8656,-101.9732,11.830000000000041,52,0,4.52,US,1731469893
348,san antonio de pale,-1.4014,5.6325,26.04000000000002,85,83,7.04,GQ,1731469894
349,alpu,39.769,30.9606,7.160000000000025,74,100,0.74,TR,1731469896
350,pendleton,45.6721,-118.7886,11.160000000000025,55,100,2.68,US,1731469897
351,valdovino,43.6094,-8.1115,9.860000000000014,74,47,9.32,ES,1731469898
352,ulanhot,46.0833,122.0833,6.7000000000000455,35,0,3.15,CN,1731469899
353,prospect,-34.8824,138.5933,23.560000000000002,53,6,1.79,AU,1731469900
354,zarghun shahr,32.8473,68.4457,7.25,29,22,1.14,AF,1731469902
355,hamilton,39.1834,-84.5333,7.100000000000023,79,54,1.79,US,1731469537
356,lionel town,17.8101,-77.2406,24.560000000000002,91,100,1.5,JM,1731469904
357,walvis bay,-22.9575,14.5053,13.53000000000003,94,100,3.09,NA,1731469905
358,kuanda,56.3161,116.0806,-12.329999999999984,93,100,1.19,RU,1731469906
359,naze,28.3667,129.4833,24.510000000000048,65,59,2.98,JP,1731469907
360,kosh-agach,50.0,88.6667,-15.849999999999966,74,9,0.5,RU,1731469908
361,choyr,46.3611,108.3611,2.590000000000032,38,8,2.12,MN,1731469910
362,st. john's,47.5649,-52.7093,13.420000000000016,99,75,6.17,CA,1731469760
363,mount gambier,-37.8333,140.7667,18.03000000000003,47,14,5.35,AU,1731469912
364,remire-montjoly,4.9167,-52.2667,26.02000000000004,94,0,0.0,GF,1731469913
365,colonia menno,-22.3667,-59.8167,14.060000000000002,62,5,2.9,PY,1731469914
366,kurchatov,51.6601,35.6521,-1.8899999999999864,88,15,1.87,RU,1731469915
367,gadzhiyevo,69.2551,33.3362,2.3500000000000227,86,100,9.33,RU,1731469917
368,barranca,-10.75,-77.7667,17.75,84,100,2.8,PE,1731469918
369,achinsk,56.2694,90.4993,-10.009999999999991,79,100,5.69,RU,1731469919
370,ulsteinvik,62.3432,5.8487,12.640000000000043,88,99,1.79,NO,1731469920
371,arawa,-6.2132,155.5367,28.510000000000048,80,68,0.73,PG,1731469921
372,al jawf,29.5,38.75,16.04000000000002,55,70,2.25,SA,1731469922
373,saipan,15.1355,145.701,30.390000000000043,81,75,7.2,MP,1731469923
374,al qaryatayn,34.2296,37.2407,11.610000000000014,88,0,0.41,SY,1731469925
375,pahrump,36.2083,-115.9839,11.25,25,13,0.89,US,1731469926
376,mahina,-17.5065,-149.489,27.870000000000005,65,100,5.66,PF,1731469927
377,kerikeri,-35.2268,173.9474,21.620000000000005,80,95,3.58,NZ,1731469928
378,mejit,10.2753,170.8646,28.950000000000045,69,85,6.72,MH,1731469929
379,kabo,7.6994,18.629,22.850000000000023,65,17,1.08,CF,1731469930
380,port antonio,18.18,-76.4612,25.08000000000004,89,100,1.64,JM,1731469931
381,kilindoni,-7.9139,39.6668,27.25,79,14,4.1,TZ,1731469933
382,tartagal,-22.5164,-63.8013,13.129999999999995,76,1,1.79,AR,1731469934
383,kincardine,56.0667,-3.7167,8.150000000000034,95,52,1.95,GB,1731469936
384,pangody,65.85,74.4859,-17.789999999999964,98,98,3.67,RU,1731469937
385,goure,13.9835,10.2704,22.629999999999995,21,0,3.88,NE,1731469938
386,karmaskaly,54.3709,56.1837,-1.0499999999999545,97,100,4.55,RU,1731469940
387,garhi khairo,28.0606,67.9803,26.410000000000025,33,0,2.6,PK,1731469941
388,hailar,49.2,119.7,2.7900000000000205,53,86,4.55,CN,1731469942
389,morehead city,34.7229,-76.726,14.0,70,0,4.63,US,1731469908
390,bocas del toro,9.3333,-82.25,26.04000000000002,83,100,1.64,PA,1731469944
391,kill devil hills,36.0307,-75.676,14.430000000000007,61,100,6.17,US,1731469945
392,morinville,53.8001,-113.652,2.8799999999999955,80,75,4.12,CA,1731469947
393,khair,27.95,77.8333,25.660000000000025,25,0,1.23,IN,1731469948
394,tshabong,-26.05,22.45,21.410000000000025,17,0,1.69,BW,1731469949
395,hithadhoo,-0.6,73.0833,28.5,74,97,7.42,MV,1731469950
396,kario ghanwar,24.8082,68.6045,27.0,56,0,1.98,PK,1731469951
397,sandnessjoen,66.0217,12.6316,9.300000000000011,84,100,14.43,NO,1731469952
398,bamboo flat,11.7,92.7167,30.05000000000001,74,40,2.57,IN,1731469953
399,ikryanoye,46.0932,47.7308,-4.009999999999991,44,7,2.87,RU,1731469955
400,smithers,54.7804,-127.1743,1.1800000000000068,100,75,0.0,CA,1731469956
401,rongelap,11.1635,166.8941,28.460000000000036,72,9,7.27,MH,1731469957
402,pasni,25.2631,63.471,25.950000000000045,60,0,4.86,PK,1731469958
403,sinan,34.8262,126.1086,14.590000000000032,61,87,1.13,KR,1731469959
404,mersa matruh,31.3525,27.2453,17.99000000000001,74,50,1.35,EG,1731469960
405,gubkinskiy,64.434,76.5026,-18.659999999999968,96,100,3.91,RU,1731469962
406,gulabpura,25.9,74.6667,26.32000000000005,23,0,1.51,IN,1731469963
407,at taj,24.2049,23.2857,13.970000000000027,47,1,4.15,LY,1731469964
408,klaksvik,62.2266,-6.589,8.650000000000034,80,17,14.8,FO,1731469965
409,rakvere,59.3464,26.3558,4.6200000000000045,78,100,2.58,EE,1731469966
410,nakamura,32.9833,132.9333,21.77000000000004,59,6,1.8,JP,1731469967
411,fort st. john,56.2499,-120.8529,-7.060000000000002,93,75,2.06,CA,1731469968
412,new norfolk,-42.7826,147.0587,17.730000000000018,57,93,3.1,AU,1731469970
413,nar'yan-mar,67.6713,53.087,-6.71999999999997,95,100,4.47,RU,1731469971
414,al mindak,20.1588,41.2834,15.640000000000043,39,2,2.01,SA,1731469972
415,svetlyy,54.675,20.1347,0.9500000000000455,71,75,1.65,RU,1731469973
416,byron bay,-28.65,153.6167,20.850000000000023,99,82,3.9,AU,1731469974
417,juan griego,11.0817,-63.9655,32.07000000000005,86,19,0.51,VE,1731469975
418,hasaki,35.7333,140.8333,17.450000000000045,59,13,9.78,JP,1731469976
419,caleta de carquin,-11.0925,-77.6267,18.189999999999998,84,98,2.86,PE,1731469978
420,prince george,53.9166,-122.753,2.57000000000005,80,0,3.09,CA,1731469979
421,tazacorte,28.629,-17.9293,19.54000000000002,68,0,3.09,ES,1731469980
422,aljezur,37.3191,-8.8033,13.0,65,100,3.86,PT,1731469981
423,nogliki,51.8333,143.1667,-1.9499999999999886,44,75,5.99,RU,1731469982
424,falenki,58.3613,51.5946,-3.0600000000000023,96,100,2.89,RU,1731469983
425,grootfontein,-19.5667,18.1167,18.760000000000048,77,100,0.51,NA,1731469984
426,sant antoni de portmany,38.9807,1.3036,15.050000000000011,86,75,6.17,ES,1731469986
427,fort william,56.8165,-5.1121,8.5,96,100,1.7,GB,1731469770
428,livingstone,-17.8419,25.8543,19.960000000000036,85,79,1.48,ZM,1731469988
429,baruun-urt,46.6806,113.2792,3.9600000000000364,37,86,5.72,MN,1731469989
430,berriane,32.8265,3.7669,14.950000000000045,53,100,3.9,DZ,1731469990
431,ola,59.5833,151.2833,-12.829999999999984,72,96,5.63,RU,1731469991
432,gangi,37.7957,14.2044,11.180000000000007,94,90,3.16,IT,1731469993
433,margate,51.3813,1.3862,10.390000000000043,74,100,2.63,GB,1731469994
434,maceio,-9.6658,-35.7353,24.689999999999998,88,40,2.57,BR,1731469995
435,novofedorivka,46.1713,32.3178,5.390000000000043,73,100,3.75,UA,1731469996
436,al abyar,32.19,20.5965,16.54000000000002,46,85,5.69,LY,1731469997
437,tinajo,29.0788,-13.7081,18.49000000000001,82,0,1.54,ES,1731469998
438,vijapur,23.5667,72.75,26.950000000000045,31,0,2.27,IN,1731470000
439,tralee,52.2704,-9.7026,5.689999999999998,81,2,1.64,IE,1731470001
440,luganville,-15.5333,167.1667,27.629999999999995,80,81,4.72,VU,1731470002
441,cayon,17.35,-62.7333,28.230000000000018,71,34,6.94,KN,1731470003
442,murud,18.3258,72.965,26.189999999999998,45,8,2.99,IN,1731470004
443,kruisfontein,-34.0033,24.7314,15.400000000000034,74,19,5.92,ZA,1731470005
444,balsas,-7.5325,-46.0356,24.180000000000007,75,44,1.36,BR,1731470006
445,lianran,24.9227,102.485,17.30000000000001,62,32,3.12,CN,1731470008
446,buala,-8.145,159.5921,27.32000000000005,82,100,3.66,SB,1731470009
447,santana,-0.0583,-51.1817,27.100000000000023,89,0,3.6,BR,1731469829
448,kupang,-10.1667,123.5833,37.32000000000005,41,20,8.23,ID,1731470011
449,emerald,-23.5333,148.1667,35.19,36,97,3.62,AU,1731470012
450,knyaze-volkonskoye,48.4642,135.4567,-0.8100000000000023,45,1,5.98,RU,1731470013
451,sur,22.5667,59.5289,27.75,44,13,0.92,OM,1731470015
452,laascaanood,8.4774,47.3597,23.02000000000004,61,0,4.01,SO,1731470016
453,vorkuta,67.5,64.0,-27.95999999999998,100,95,0.97,RU,1731470017
454,ust'-ilimsk,58.0006,102.6619,-9.299999999999955,74,100,5.31,RU,1731470018
455,palmer,42.1584,-72.3287,3.0600000000000023,51,0,2.24,US,1731470019
456,saint-philippe,-21.3585,55.7679,24.07000000000005,75,9,3.57,RE,1731470022
457,axim,4.8699,-2.2405,25.390000000000043,85,54,2.06,GH,1731470023
458,huarmey,-10.0681,-78.1522,18.189999999999998,86,98,3.01,PE,1731470024
459,andergrove,-21.0833,149.1833,27.03000000000003,64,42,5.83,AU,1731470025
460,santo estevao,-12.4303,-39.2514,23.02000000000004,83,93,1.97,BR,1731470026
461,valdivia,-39.8142,-73.2459,10.050000000000011,92,80,1.22,CL,1731469859
462,panaba,21.2833,-88.2667,23.02000000000004,93,2,1.87,MX,1731470028
463,beyneu,45.3167,55.2,0.3900000000000432,50,0,0.56,KZ,1731470030
464,thunder bay,48.4001,-89.3168,4.990000000000009,70,0,3.09,CA,1731470031
465,upper grand lagoon,30.1633,-85.7408,23.340000000000032,90,69,1.34,US,1731470032
466,sarayonu,38.262,32.4046,6.210000000000036,79,92,0.36,TR,1731470034
467,laguna,38.421,-121.4238,11.090000000000032,82,0,2.57,US,1731470035
468,shakhovskaya,56.0283,35.5097,-1.3100000000000023,88,98,2.75,RU,1731470036
469,rosarito,32.3333,-117.0333,17.54000000000002,66,51,3.6,MX,1731470037
470,san luis de la loma,17.2706,-100.8939,25.99000000000001,86,99,1.9,MX,1731470038
471,langxiang,46.95,128.8833,4.57000000000005,33,1,1.03,CN,1731470040
472,sovetskiy,61.3614,63.5842,-17.809999999999974,95,6,0.63,RU,1731470041
473,floro,61.5996,5.0328,8.980000000000018,100,100,9.77,NO,1731470042
474,changyon,38.2508,125.0961,15.670000000000016,27,92,1.93,KP,1731470043
475,scarborough,54.2797,-0.4044,6.060000000000002,92,52,1.65,GB,1731470044
476,bonthe,7.5264,-12.505,25.03000000000003,85,100,1.02,SL,1731470045
477,kafir qala,34.6667,61.0667,9.710000000000036,84,100,10.27,AF,1731470047
478,dawukou,39.0419,106.3958,7.560000000000002,68,100,0.89,CN,1731470048
479,ust'-kulom,61.6864,53.6902,-0.9699999999999704,97,100,3.48,RU,1731470050
480,taltal,-25.4,-70.4833,14.480000000000018,88,38,1.3,CL,1731470051
481,tamalin,21.35,-97.8,21.49000000000001,96,0,1.83,MX,1731470052
482,nova xavantina,-14.6667,-52.35,22.910000000000025,93,96,1.16,BR,1731470054
483,yulinshi,38.2906,109.7494,8.800000000000011,87,100,1.6,CN,1731470055
484,mirny,62.5353,113.9611,-11.25,88,100,5.79,RU,1731470056
485,pelabuhanratu,-6.9875,106.5514,30.060000000000002,73,83,3.43,ID,1731470057
486,manoharpur,27.3,75.95,25.810000000000002,24,0,1.02,IN,1731470058
487,el calafate,-50.3408,-72.2768,8.900000000000034,78,3,3.39,AR,1731469903
488,deva,45.8833,22.9,1.75,76,100,0.62,RO,1731470062
489,antofagasta,-23.65,-70.4,17.600000000000023,86,45,1.1,CL,1731470063
490,brookings,44.3114,-96.7984,6.0,76,40,9.26,US,1731470064
491,dausa,26.8833,76.3333,26.150000000000034,22,0,1.06,IN,1731470065
492,namibe,-15.1961,12.1522,22.120000000000005,69,100,4.35,AO,1731470066
493,wenling,28.3669,121.36,20.79000000000002,75,87,3.5,CN,1731470068
494,fort mcmurray,56.7268,-111.381,-3.2299999999999613,74,100,5.14,CA,1731469901
495,sidney,-33.8679,151.2073,26.53000000000003,64,75,4.63,AU,1731470038
496,sao vicente,-23.9631,-46.3919,18.32000000000005,26,100,2.98,BR,1731470071
497,kenai,60.5544,-151.2583,-5.96999999999997,86,0,1.54,US,1731470072
498,cooma,-36.2333,149.1333,22.060000000000002,40,87,3.2,AU,1731470073
499,adh dhibiyah,24.5014,45.9686,18.980000000000018,29,1,2.37,SA,1731470076
500,vadnagar,23.7833,72.6333,26.900000000000034,31,0,2.41,IN,1731470077
501,sumbawanga,-7.9667,31.6167,18.890000000000043,59,20,0.0,TZ,1731470078
502,filey,54.21,-0.2892,5.990000000000009,94,48,2.31,GB,1731470079
503,gurupi,-11.7292,-49.0686,23.210000000000036,92,100,2.06,BR,1731470032
504,panjakent,39.4952,67.6093,6.920000000000016,95,100,2.26,TJ,1731469896
505,broken hill,-31.95,141.4333,25.720000000000027,28,0,6.83,AU,1731470083
506,baykalovo,57.3981,63.7684,-10.159999999999968,96,83,2.76,RU,1731470084
507,volosovo,59.4333,29.4833,3.240000000000009,87,100,2.87,RU,1731470085
508,tayoltita,24.0833,-105.9333,20.400000000000034,53,18,2.91,MX,1731470086
509,yaren,-0.5472,166.916,28.55000000000001,67,45,5.53,NR,1731470088
510,urucui,-7.2294,-44.5561,24.010000000000048,82,20,1.22,BR,1731470089
511,bazarnyye mataki,54.8833,49.9333,-1.7099999999999795,85,100,3.98,RU,1731470091
512,carnarvon,-24.8667,113.6333,26.960000000000036,53,44,6.1,AU,1731470092
513,birjand,32.8663,59.2211,9.260000000000048,46,40,2.06,IR,1731470093
514,savanna-la-mar,18.219,-78.1332,26.629999999999995,92,75,1.92,JM,1731470094
515,jwaneng,-24.6004,24.7303,17.24000000000001,86,27,4.0,BW,1731470095
516,kavaratti,10.5669,72.642,28.689999999999998,68,62,2.42,IN,1731470096
517,nabire,-3.3667,135.4833,30.340000000000032,66,65,1.96,ID,1731470098
518,schiffdorf,53.5333,8.65,6.090000000000032,93,100,1.11,DE,1731470099
519,tochio-honcho,37.4667,139.0,14.189999999999998,65,63,0.45,JP,1731470100
520,lone grove,34.1754,-97.2628,12.730000000000018,76,0,2.06,US,1731470101
521,porto novo,6.4965,2.6036,27.900000000000034,87,80,0.67,BJ,1731470102
522,tual,-5.6667,132.75,27.060000000000002,80,100,3.49,ID,1731470105
523,nebraska city,40.6767,-95.8592,9.240000000000009,73,0,5.66,US,1731470106
524,kyzyl-mazhalyk,51.1333,90.6,-10.609999999999957,47,76,1.52,RU,1731470107
525,hohhot,40.8106,111.6522,11.160000000000025,50,20,1.0,CN,1731469855
526,marshfield,44.6689,-90.1718,1.9700000000000273,87,0,5.66,US,1731470027
527,borogontsy,62.6683,131.1683,-18.519999999999982,94,81,2.6,RU,1731470110
528,limoeiro do norte,-5.1456,-38.0981,24.439999999999998,88,40,2.3,BR,1731470113
529,corumba,-19.0092,-57.6533,19.30000000000001,52,48,1.95,BR,1731469991
530,minas de barroteran,27.6333,-101.2833,22.680000000000007,74,2,1.41,MX,1731470115
531,polyarnyy,69.1989,33.4478,2.3799999999999955,85,100,9.33,RU,1731470116
532,la mira,18.035,-102.3266,24.370000000000005,86,93,2.01,MX,1731470117
533,xichang,27.8964,102.2634,17.33000000000004,70,93,0.79,CN,1731470119
534,dhidhdhoo,6.8833,73.1,28.370000000000005,69,19,3.84,MV,1731470120
535,kuusamo,65.9667,29.1833,-0.9799999999999613,100,100,5.66,FI,1731470121
536,punta del este,-34.9667,-54.95,14.370000000000005,71,0,3.13,UY,1731469974
537,mar del plata,-38.0023,-57.5575,12.270000000000039,67,0,2.68,AR,1731469979
538,bani walid,31.7566,13.9942,16.310000000000002,83,100,1.25,LY,1731469937
539,selibaby,15.159,-12.1829,24.53000000000003,24,12,1.05,MR,1731470126
540,karanlukh,40.1044,45.2897,1.650000000000034,86,100,2.5,AM,1731470128
541,novaya igirma,57.1334,103.9112,-8.989999999999952,74,98,4.27,RU,1731470130
542,cooper's town,26.8667,-77.5167,25.55000000000001,75,7,7.13,BS,1731470132
543,thinadhoo,0.5333,72.9333,28.32000000000005,72,100,6.19,MV,1731470133
544,veraval,20.9,70.3667,28.660000000000025,40,2,4.76,IN,1731470134
545,miri,4.4148,114.0089,31.08000000000004,70,40,0.0,MY,1731470135
546,dalbandin,28.8947,64.4101,18.99000000000001,23,1,1.77,PK,1731470136
547,cannonvale,-20.2833,148.7,27.660000000000025,63,50,4.83,AU,1731470137
548,ain sukhna,29.6002,32.3167,18.49000000000001,84,99,2.68,EG,1731470139
549,glace bay,46.1969,-59.957,6.610000000000014,98,100,12.35,CA,1731470140
550,ostersund,63.1792,14.6357,5.900000000000034,90,100,4.63,SE,1731470141
551,barrie,44.4001,-79.6663,-0.049999999999954525,90,0,2.06,CA,1731469659
552,corralillo,22.9819,-80.5856,25.720000000000027,90,9,5.69,CU,1731470143
553,kantharalak,14.6406,104.6499,28.640000000000043,68,100,0.73,TH,1731470144
554,rostovka,55.3842,71.8891,-8.389999999999986,94,100,4.07,RU,1731470146
555,majie,25.0333,102.6361,16.99000000000001,63,40,8.0,CN,1731470147
